company_id,name,industry,headquarters,official_domain,founded_year,trust_status,trust_score,employee_count,report_count,notes
429,Innovary Technologies,IT,"Hyderabad, Telangana, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
430,Luxoft,Admin,"Karnataka, Karnataka, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
431,Informatica,Computer,"Bangalore, Karnataka, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
432,Disys India Private Limited,Customer Service,"Mohali, Punjab, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
433,Vudum Srinu (Proprietor Of Suncity Star Technology),Fresher,"Lucknow, Uttar pradesh, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
434,Tantransh Solutions,IT,"Vadodara, Gujarat, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
435,Apollo Hospitals,Admin,"La Gardens, West bengal, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
436,Futures and Careers,Recruitment,"Gurgaon, Haryana, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
437,Yash Technologies,Consultant,"India, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
438,Johnson Controls,Accounting,"Vikhroli, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
439,Wipro LTD,Management,"Bangalore, Karnataka, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
440,Zensar Technologies,Engineering,"Pune, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
441,iT Gurus Software,Facilities,"Pune, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
442,Bharat Service,Facilities,"Haora, West bengal, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
443,Abbott Laboratories,Sales,"Remote, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
444,PayPal,IT,"Hyderabad, Telangana, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
445,Venpa Staffing Services India Private Limited,Customer Service,"Thiruvananthapuram, Kerala, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
446,Innovsol Systems & Technology,IT,"Andheri, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
447,Paradise Placement Consultancy,Sales,"Mumbai, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
448,Finastra Software Solutions India Private Limited,Healthcare,"Delhi, Delhi, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
449,DynPro India Private Limited,Engineering,"Ahmedabad, Gujarat, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
450,Publicis Sapient,Marketing,"Pune, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
451,Siemens Limited,Automation,"Hyderabad, Telangana, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
452,Société Générale,Education,"Gurgaon, Haryana, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
453,ADCI HYD 13 SEZ,Insurance,"Thiruvananthapuram, Kerala, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
454,Palo Alto Networks,Management,"Mumbai, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
455,tecHindustan Solutions,Engineering,"Bangalore, Karnataka, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
456,Ciel,Management,"Pune, Maharashtra, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
457,Rubrik Job Board,Computer,"Hyderabad, Telangana, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
458,Sapna Manish Sharma (Proprietor Of JBM India),Pharmaceutical,"Chennai, Tamil nadu, India",,,verified,83,,0,Active employer on Indeed India (5 postings observed).
