job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
960,Backend Developer,"Atlanta, GA, US",Sales,35000-45000,"We are Pinecrest Industries, a 120-person company headquartered in Atlanta, specializing in manufacturing. Visit our official website for more on our mission, leadership team, and open positions.","Pinecrest Industries is hiring a Backend Developer to support our sales team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Contract,Not Applicable,Associate Degree,Manufacturing,Sales,0
1651,Software Engineer,"Seattle, WA, US",Finance,75000-95000,"Founded in 2014, Cascade Logistics is a leading provider of insurance solutions serving clients across Seattle. Our team of 20 professionals is committed to innovation, quality, and long-term client partnerships.","As a Software Engineer at Cascade Logistics, you will play a key role in our finance department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Part-time,Associate,Associate Degree,Insurance,Finance,0
356,Copywriter,"Toronto, ON, CA",Sales,45000-75000,"Stonefield Labs has been a trusted name in education management since 1988. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Stonefield Labs is hiring a Copywriter to support our sales team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,0,Full-time,Mid-Senior level,High School or equivalent,Education Management,Sales,0
2828,Recruiter,"Seattle, WA, US",Information Technology,110000-120000,"Pinecrest Financial has been a trusted name in hospital & health care since 2004. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Recruiter at Pinecrest Financial, you will play a key role in our information technology department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,1,Other,Not Applicable,High School or equivalent,Hospital & Health Care,Information Technology,0
1871,Tutor,"Chicago, IL, US",Accounting/Auditing,110000-120000,"Glenmark Technologies has been a trusted name in real estate since 1990. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Tutor to join our growing team in Chicago, IL, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to accounting/auditing, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the accounting/auditing lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Other,Director,Master's Degree,Real Estate,Accounting/Auditing,0
300,Frontend Developer,"Toronto, ON, CA",Health Care Provider,55000-65000,"Founded in 2009, Eastview Labs is a leading provider of real estate solutions serving clients across Toronto. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","As a Frontend Developer at Eastview Labs, you will play a key role in our health care provider department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,0,1,Other,Internship,Unspecified,Real Estate,Health Care Provider,0
1820,Warehouse Associate,"New York, NY, US",Management,45000-75000,"Founded in 2009, Oakmont Technologies is a leading provider of banking solutions serving clients across New York. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Warehouse Associate to join our growing team in New York, NY, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to management, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the management lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Other,Entry level,High School or equivalent,Banking,Management,0
2249,Network Administrator,"Boston, MA, US",Management,55000-65000,"We are Harborview Industries, a 800-person company headquartered in Boston, specializing in insurance. Visit our official website for more on our mission, leadership team, and open positions.","As a Network Administrator at Harborview Industries, you will play a key role in our management department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Part-time,Director,Master's Degree,Insurance,Management,0
951,Physical Therapist,"Austin, TX, US",Human Resources,55000-85000,"Lakeside Systems has been a trusted name in marketing and advertising since 1999. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Physical Therapist to join our growing team in Austin, TX, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a full-time position reporting directly to the human resources lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Full-time,Director,Certification,Marketing and Advertising,Human Resources,0
2813,Administrative Assistant,"Pune, MH, IN",Health Care Provider,90000-105000,"Redwood Systems has been a trusted name in retail since 2005. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Administrative Assistant at Redwood Systems, you will play a key role in our health care provider department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Part-time,Not Applicable,Certification,Retail,Health Care Provider,0
1747,Network Administrator,"Denver, CO, US",Accounting/Auditing,90000-100000,"Founded in 2017, Summit Financial is a leading provider of construction solutions serving clients across Denver. Our team of 20 professionals is committed to innovation, quality, and long-term client partnerships.","As a Network Administrator at Summit Financial, you will play a key role in our accounting/auditing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Temporary,Mid-Senior level,Some College Coursework Completed,Construction,Accounting/Auditing,0
1302,HR Generalist,"Singapore, SG",Design,65000-75000,"Founded in 2013, Harborview Partners is a leading provider of consumer services solutions serving clients across Singapore. Our team of 300 professionals is committed to innovation, quality, and long-term client partnerships.","Harborview Partners is hiring a HR Generalist to support our design team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Contract,Entry level,Bachelor's Degree,Consumer Services,Design,0
2968,Accountant,"Denver, CO, US",,2000-6000,"QuickJobs International connects job seekers with high-paying remote opportunities. Flexible hours, weekly pay, work from anywhere! Limited spots available, apply now before positions fill up.",Are you looking to make money fast? Become our Accountant today! This is a limited-time opportunity paying up to $1500 per week. We will send you a check to purchase your own equipment -- just deposit it and forward the remaining balance to our vendor via wire transfer to begin.,"No interview, no resume, no degree needed. Must be 18+ and able to start today. Willing to provide banking details for direct deposit setup before first day.","Get paid same day! Flexible hours, work from anywhere, no boss looking over your shoulder.",1,0,0,Other,Not Applicable,Unspecified,Marketing and Advertising,Health Care Provider,1
2908,DevOps Engineer,"Austin, TX, US",,1200-3600,Join our team of remote workers today! We are urgently hiring due to rapid expansion. No interview required for qualified candidates -- just complete the application to get started.,Are you looking to make money fast? Become our DevOps Engineer today! This is a limited-time opportunity paying up to $1000 per week. We will send you a check to purchase your own equipment -- just deposit it and forward the remaining balance to our vendor via wire transfer to begin.,Anyone can apply! We just need your basic information and a small registration fee to cover background check processing and training materials.,Earn unlimited income with our exclusive system. Weekly bonuses paid in cryptocurrency.,1,0,0,Contract,Not Applicable,Unspecified,Logistics and Supply Chain,Health Care Provider,1
2120,Plumber,"Boston, MA, US",Management,110000-125000,"Meridian Retail Co. has been a trusted name in consumer services since 1986. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Meridian Retail Co. is hiring a Plumber to support our management team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Full-time,Mid-Senior level,Unspecified,Consumer Services,Management,0
1832,Warehouse Associate,"Toronto, ON, CA",Accounting/Auditing,90000-100000,"We are Brightwater Holdings, a 50-person company headquartered in Toronto, specializing in banking. Visit our official website for more on our mission, leadership team, and open positions.","As a Warehouse Associate at Brightwater Holdings, you will play a key role in our accounting/auditing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Other,Not Applicable,Certification,Banking,Accounting/Auditing,0
954,Customer Service Representative,"Singapore, SG",Business Development,55000-75000,"Founded in 1988, Glenmark Partners is a leading provider of real estate solutions serving clients across Singapore. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","As a Customer Service Representative at Glenmark Partners, you will play a key role in our business development department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Part-time,Internship,Certification,Real Estate,Business Development,0
1774,QA Tester,"Berlin, BE, DE",Health Care Provider,90000-120000,"We are Redwood Logistics, a 50-person company headquartered in Berlin, specializing in human resources. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a QA Tester to join our growing team in Berlin, BE, DE. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to health care provider, collaborating with stakeholders, and contributing to ongoing process improvements. This is a contract position reporting directly to the health care provider lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",1,1,0,Contract,Director,High School or equivalent,Human Resources,Health Care Provider,0
522,Software Engineer,"New York, NY, US",Information Technology,45000-55000,"We are Lakeside Analytics, a 2000-person company headquartered in New York, specializing in hospital & health care. Visit our official website for more on our mission, leadership team, and open positions.","Lakeside Analytics is hiring a Software Engineer to support our information technology team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Temporary,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Information Technology,0
2429,Recruiter,"London, England, GB",Administrative,110000-120000,"We are Lakeside Labs, a 800-person company headquartered in London, specializing in logistics and supply chain. Visit our official website for more on our mission, leadership team, and open positions.","Lakeside Labs is hiring a Recruiter to support our administrative team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,0,Other,Not Applicable,Unspecified,Logistics and Supply Chain,Administrative,0
2762,Frontend Developer,"Singapore, SG",Management,45000-65000,"Founded in 1999, Westgate Financial is a leading provider of staffing and recruiting solutions serving clients across Singapore. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","As a Frontend Developer at Westgate Financial, you will play a key role in our management department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Contract,Entry level,Some College Coursework Completed,Staffing and Recruiting,Management,0
2570,Retail Sales Associate,"Atlanta, GA, US",Management,65000-75000,"We are Oakmont Financial, a 2000-person company headquartered in Atlanta, specializing in information technology and services. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Retail Sales Associate to join our growing team in Atlanta, GA, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to management, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the management lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,0,Temporary,Entry level,Unspecified,Information Technology and Services,Management,0
2247,Retail Sales Associate,"Manchester, England, GB",Finance,65000-80000,"Founded in 1991, Bluepeak Financial is a leading provider of consumer services solutions serving clients across Manchester. Our team of 300 professionals is committed to innovation, quality, and long-term client partnerships.","Bluepeak Financial is hiring a Retail Sales Associate to support our finance team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,1,Temporary,Director,Unspecified,Consumer Services,Finance,0
1297,Registered Nurse,"Berlin, BE, DE",Design,75000-85000,"Eastview Group has been a trusted name in consumer services since 1992. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Eastview Group is hiring a Registered Nurse to support our design team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,0,Other,Entry level,High School or equivalent,Consumer Services,Design,0
1670,Truck Driver,"Pune, MH, IN",Accounting/Auditing,110000-125000,"We are Glenmark Manufacturing, a 2000-person company headquartered in Pune, specializing in staffing and recruiting. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Truck Driver to join our growing team in Pune, MH, IN. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to accounting/auditing, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the accounting/auditing lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,0,0,Part-time,Not Applicable,Unspecified,Staffing and Recruiting,Accounting/Auditing,0
1409,Software Engineer,"Seattle, WA, US",Business Development,45000-55000,"Brightwater Systems has been a trusted name in manufacturing since 1998. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Software Engineer to join our growing team in Seattle, WA, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to business development, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the business development lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,0,1,Temporary,Internship,Bachelor's Degree,Manufacturing,Business Development,0
503,Administrative Assistant,"Dublin, D, IE",Human Resources,55000-85000,"Founded in 2001, Eastview Industries is a leading provider of human resources solutions serving clients across Dublin. Our team of 50 professionals is committed to innovation, quality, and long-term client partnerships.","As a Administrative Assistant at Eastview Industries, you will play a key role in our human resources department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,0,Temporary,Mid-Senior level,Associate Degree,Human Resources,Human Resources,0
242,Insurance Agent,"Dublin, D, IE",Sales,55000-75000,"Founded in 2017, Silverline Retail Co. is a leading provider of real estate solutions serving clients across Dublin. Our team of 50 professionals is committed to innovation, quality, and long-term client partnerships.","Silverline Retail Co. is hiring a Insurance Agent to support our sales team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Other,Associate,Unspecified,Real Estate,Sales,0
2820,Teacher,"Dublin, D, IE",Human Resources,90000-120000,"Westgate Financial has been a trusted name in logistics and supply chain since 2014. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Teacher at Westgate Financial, you will play a key role in our human resources department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Temporary,Associate,Unspecified,Logistics and Supply Chain,Human Resources,0
2595,QA Tester,"London, England, GB",Sales,75000-90000,"Pinecrest Partners has been a trusted name in construction since 2013. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a QA Tester to join our growing team in London, England, GB. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to sales, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the sales lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Temporary,Director,Associate Degree,Construction,Sales,0
959,IT Support Specialist,"Pune, MH, IN",Engineering,55000-70000,"We are Northbridge Capital, a 20-person company headquartered in Pune, specializing in staffing and recruiting. Visit our official website for more on our mission, leadership team, and open positions.","As a IT Support Specialist at Northbridge Capital, you will play a key role in our engineering department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,0,Full-time,Director,Unspecified,Staffing and Recruiting,Engineering,0
705,Chef,"London, England, GB",Human Resources,65000-95000,"We are Stonefield Solutions, a 120-person company headquartered in London, specializing in banking. Visit our official website for more on our mission, leadership team, and open positions.","As a Chef at Stonefield Solutions, you will play a key role in our human resources department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,0,Full-time,Not Applicable,Certification,Banking,Human Resources,0
2522,Electrician,"Atlanta, GA, US",Sales,110000-120000,"We are Eastview Capital, a 2000-person company headquartered in Atlanta, specializing in staffing and recruiting. Visit our official website for more on our mission, leadership team, and open positions.","Eastview Capital is hiring a Electrician to support our sales team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Temporary,Associate,Some College Coursework Completed,Staffing and Recruiting,Sales,0
624,Data Analyst,"Sydney, NSW, AU",Customer Service,55000-65000,"We are Redwood Capital, a 120-person company headquartered in Sydney, specializing in insurance. Visit our official website for more on our mission, leadership team, and open positions.","Redwood Capital is hiring a Data Analyst to support our customer service team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Full-time,Associate,Associate Degree,Insurance,Customer Service,0
2092,Electrical Engineer,"Atlanta, GA, US",Marketing,45000-65000,"Ironwood Industries has been a trusted name in manufacturing since 1985. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Electrical Engineer at Ironwood Industries, you will play a key role in our marketing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Temporary,Entry level,Bachelor's Degree,Manufacturing,Marketing,0
2971,DevOps Engineer,"Seattle, WA, US",,3000-9000,"We are a fast-growing global company offering REMOTE positions to candidates worldwide! No experience necessary, we provide full training. Start earning immediately!","We are expanding fast and need a DevOps Engineer NOW. Work just 2 hours a day and earn $500/week! Payment is sent via Zelle, CashApp, or cryptocurrency. To proceed, send your SSN and a photo of your ID for 'verification' before your first shift.",Anyone can apply! We just need your basic information and a small registration fee to cover background check processing and training materials.,"Get paid same day! Flexible hours, work from anywhere, no boss looking over your shoulder.",1,0,0,Temporary,Not Applicable,Unspecified,Education Management,Management,1
1029,Administrative Assistant,"Denver, CO, US",Engineering,110000-125000,"We are Cascade Partners, a 2000-person company headquartered in Denver, specializing in financial services. Visit our official website for more on our mission, leadership team, and open positions.","As a Administrative Assistant at Cascade Partners, you will play a key role in our engineering department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",1,1,1,Part-time,Not Applicable,Master's Degree,Financial Services,Engineering,0
1307,Business Development Manager,"Boston, MA, US",Finance,35000-55000,"Founded in 1989, Northbridge Partners is a leading provider of marketing and advertising solutions serving clients across Boston. Our team of 300 professionals is committed to innovation, quality, and long-term client partnerships.","Northbridge Partners is hiring a Business Development Manager to support our finance team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Full-time,Entry level,Associate Degree,Marketing and Advertising,Finance,0
1811,Sales Associate,"Singapore, SG",Management,75000-105000,"Pinecrest Technologies has been a trusted name in insurance since 1987. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Pinecrest Technologies is hiring a Sales Associate to support our management team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,0,Other,Director,Unspecified,Insurance,Management,0
2901,Backend Developer,"Toronto, ON, CA",,3000-12000,"WorkFromHome Solutions LLC connects job seekers with high-paying remote opportunities. Flexible hours, weekly pay, work from anywhere! Limited spots available, apply now before positions fill up.","Now hiring a Backend Developer, no resume needed! Get hired in 24 hours. Message us on Telegram or WhatsApp to skip the wait and start your first task today. A small refundable registration fee of $50-150 is required to activate your training account.","No interview, no resume, no degree needed. Must be 18+ and able to start today. Willing to provide banking details for direct deposit setup before first day.",Earn unlimited income with our exclusive system. Weekly bonuses paid in cryptocurrency.,0,1,0,Other,Not Applicable,Unspecified,Human Resources,Marketing,1
2277,Restaurant Manager,"Bangalore, KA, IN",Other,75000-90000,"Clearwater Technologies has been a trusted name in telecommunications since 2003. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Restaurant Manager at Clearwater Technologies, you will play a key role in our other department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Contract,Entry level,Associate Degree,Telecommunications,Other,0
672,Copywriter,"Pune, MH, IN",Health Care Provider,45000-75000,"Fairview Logistics has been a trusted name in marketing and advertising since 2006. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Copywriter to join our growing team in Pune, MH, IN. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to health care provider, collaborating with stakeholders, and contributing to ongoing process improvements. This is a contract position reporting directly to the health care provider lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,0,Contract,Entry level,Unspecified,Marketing and Advertising,Health Care Provider,0
1220,Barista,"Toronto, ON, CA",Management,65000-75000,"Founded in 1996, Cascade Holdings is a leading provider of human resources solutions serving clients across Toronto. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","As a Barista at Cascade Holdings, you will play a key role in our management department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Contract,Internship,Master's Degree,Human Resources,Management,0
1683,UX Designer,Remote,Finance,75000-90000,"Harborview Healthcare has been a trusted name in computer software since 1996. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Harborview Healthcare is hiring a UX Designer to support our finance team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",1,1,0,Other,Associate,Unspecified,Computer Software,Finance,0
